Time,Chatroom(Desired),Chatroom(Opened),Message Input,Unique Code(Searched),Chatroom(Found),Status,Reason(FAIL)
2025-07-16 00:11:47,test 8,test 8,"MI2 NND(C) #04 INTEGRATION LOT_ID: 7b50868b03 has NG Rate of 12.33% at 2025-07-16 00:11:39. Total defect count is 89. Surface defect count: 78, Dimension defect count: 11. Please Check!!",93c80167,test 8,SUCCESS,
2025-07-16 00:11:57,NND alert test 1,NND alert test 1,"MI2 NND(C) #05 INTEGRATION LOT_ID: 8dc055c75c has NG Rate of 16.96% at 2025-07-16 00:11:49. Total defect count is 10. Surface defect count: 9, Dimension defect count: 1. Please Check!!",324eb2cc,NND alert test 1,SUCCESS,
2025-07-16 00:12:07,test 6,test 6,"MI2 NND(A) #06 FOIL LOT_ID: c533b1122d has NG Rate of 16.49% at 2025-07-16 00:11:59. Total defect count is 150. Surface defect count: 79, Dimension defect count: 71. Please Check!!",94545fda,test 6,SUCCESS,
2025-07-16 00:12:16,test 9,test 9,"MI2 NND(C) #06 INTEGRATION LOT_ID: d1de830508 has NG Rate of 10.96% at 2025-07-16 00:12:09. Total defect count is 69. Surface defect count: 42, Dimension defect count: 27. Please Check!!",54c1faa7,test 9,SUCCESS,
2025-07-16 00:12:26,NND alert test 2,NND alert test 2,"MI2 NND(C) #01 INTEGRATION LOT_ID: 6b434a93d2 has NG Rate of 18.71% at 2025-07-16 00:12:18. Total defect count is 90. Surface defect count: 29, Dimension defect count: 61. Please Check!!",ea70abfd,NND alert test 2,SUCCESS,
2025-07-16 00:12:36,NND alert test 3,NND alert test 3,"MI2 NND(A) #05 INTEGRATION LOT_ID: 1535881bc6 has NG Rate of 0.51% at 2025-07-16 00:12:28. Total defect count is 160. Surface defect count: 74, Dimension defect count: 86. Please Check!!",7dd80546,NND alert test 3,SUCCESS,
2025-07-16 00:12:46,test 4,test 4,"MI2 NND(A) #03 FOIL LOT_ID: db090a9f1f has NG Rate of 3.23% at 2025-07-16 00:12:38. Total defect count is 91. Surface defect count: 20, Dimension defect count: 71. Please Check!!",5c1b0bef,test 4,SUCCESS,
2025-07-16 00:12:56,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(C) #02 INTEGRATION LOT_ID: 37b20c546c has NG Rate of 12.66% at 2025-07-16 00:12:48. Total defect count is 79. Surface defect count: 60, Dimension defect count: 19. Please Check!!",8c8086d4,김지희 (Jihee Kim),SUCCESS,
2025-07-16 00:13:06,test 6,test 6,"MI2 NND(A) #01 INTEGRATION LOT_ID: 543f0c5060 has NG Rate of 5.48% at 2025-07-16 00:12:58. Total defect count is 117. Surface defect count: 89, Dimension defect count: 28. Please Check!!",01bb5c62,test 6,SUCCESS,
2025-07-16 00:13:16,test 7,test 7,"MI2 NND(C) #01 NGMARKING LOT_ID: 46115dd6ac has NG Rate of 0.00% at 2025-07-16 00:13:08. Total defect count is 96. Surface defect count: 77, Dimension defect count: 19. Please Check!!",4c3cfc53,test 7,SUCCESS,
2025-07-16 00:13:26,NND alert test 3,NND alert test 3,"MI2 NND(A) #05 FOIL LOT_ID: 2448e039ce has NG Rate of 6.24% at 2025-07-16 00:13:18. Total defect count is 57. Surface defect count: 22, Dimension defect count: 35. Please Check!!",c111363d,NND alert test 3,SUCCESS,
2025-07-16 00:13:36,test 10,test 10,"MI2 NND(C) #06 FOIL LOT_ID: d0300207b8 has NG Rate of 0.79% at 2025-07-16 00:13:28. Total defect count is 131. Surface defect count: 31, Dimension defect count: 100. Please Check!!",f58fe27a,test 10,SUCCESS,
2025-07-16 00:13:45,test 6,test 6,"MI2 NND(C) #04 NGMARKING LOT_ID: d8657f7b7f has NG Rate of 8.24% at 2025-07-16 00:13:38. Total defect count is 56. Surface defect count: 3, Dimension defect count: 53. Please Check!!",ff898033,test 6,SUCCESS,
2025-07-16 00:13:55,test 6,test 6,"MI2 NND(A) #01 NGMARKING LOT_ID: 0231aa2c54 has NG Rate of 15.40% at 2025-07-16 00:13:47. Total defect count is 103. Surface defect count: 82, Dimension defect count: 21. Please Check!!",cefd67a2,test 6,SUCCESS,
2025-07-16 00:14:05,test 8,test 8,"MI2 NND(C) #02 INTEGRATION LOT_ID: 7701dd2930 has NG Rate of 0.26% at 2025-07-16 00:13:57. Total defect count is 102. Surface defect count: 50, Dimension defect count: 52. Please Check!!",fa4512c4,test 8,SUCCESS,
2025-07-16 00:14:15,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(C) #01 NGMARKING LOT_ID: 438b4f75ea has NG Rate of 2.86% at 2025-07-16 00:14:07. Total defect count is 186. Surface defect count: 96, Dimension defect count: 90. Please Check!!",2a60373f,김지희 (Jihee Kim),SUCCESS,
2025-07-16 00:14:25,NND alert test 2,NND alert test 2,"MI2 NND(C) #02 INTEGRATION LOT_ID: 7bc3cdddf3 has NG Rate of 19.21% at 2025-07-16 00:14:17. Total defect count is 157. Surface defect count: 77, Dimension defect count: 80. Please Check!!",5e111fde,NND alert test 2,SUCCESS,
2025-07-16 00:14:35,NND alert test 2,NND alert test 2,"MI2 NND(A) #06 INTEGRATION LOT_ID: 544edfc4d7 has NG Rate of 0.17% at 2025-07-16 00:14:27. Total defect count is 125. Surface defect count: 41, Dimension defect count: 84. Please Check!!",ca3a56b0,NND alert test 2,SUCCESS,
2025-07-16 00:14:45,test 5,test 5,"MI2 NND(C) #01 INTEGRATION LOT_ID: 9f3308a978 has NG Rate of 12.97% at 2025-07-16 00:14:37. Total defect count is 88. Surface defect count: 62, Dimension defect count: 26. Please Check!!",e0cfbd63,test 5,SUCCESS,
2025-07-16 00:14:55,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #04 INTEGRATION LOT_ID: c8b2091fd3 has NG Rate of 13.26% at 2025-07-16 00:14:47. Total defect count is 146. Surface defect count: 83, Dimension defect count: 63. Please Check!!",9cd93ad5,김지희 (Jihee Kim),SUCCESS,
2025-07-16 00:15:05,test 4,test 4,"MI2 NND(C) #05 FOIL LOT_ID: ed4eb1015a has NG Rate of 16.74% at 2025-07-16 00:14:57. Total defect count is 154. Surface defect count: 58, Dimension defect count: 96. Please Check!!",01778109,test 4,SUCCESS,
2025-07-16 00:15:14,test 5,test 5,"MI2 NND(C) #04 NGMARKING LOT_ID: 3f6c14ada4 has NG Rate of 3.21% at 2025-07-16 00:15:07. Total defect count is 99. Surface defect count: 77, Dimension defect count: 22. Please Check!!",650b8e61,test 5,SUCCESS,
2025-07-16 00:15:24,test 6,test 6,"MI2 NND(C) #06 NGMARKING LOT_ID: a35c3b5e48 has NG Rate of 8.48% at 2025-07-16 00:15:16. Total defect count is 101. Surface defect count: 6, Dimension defect count: 95. Please Check!!",82886136,test 6,SUCCESS,
2025-07-16 00:15:34,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(C) #02 INTEGRATION LOT_ID: 3bc55d788e has NG Rate of 7.97% at 2025-07-16 00:15:26. Total defect count is 107. Surface defect count: 13, Dimension defect count: 94. Please Check!!",7be5af7b,김지희 (Jihee Kim),SUCCESS,
2025-07-16 00:15:44,test 9,test 9,"MI2 NND(C) #03 FOIL LOT_ID: cffd6ceabd has NG Rate of 18.60% at 2025-07-16 00:15:36. Total defect count is 113. Surface defect count: 87, Dimension defect count: 26. Please Check!!",95595784,test 9,SUCCESS,
2025-07-16 00:20:54,test 6,test 6,"MI2 NND(A) #04 INTEGRATION LOT_ID: e6a9d435f5 has NG Rate of 7.69% at 2025-07-16 00:20:46. Total defect count is 144. Surface defect count: 79, Dimension defect count: 65. Please Check!!",41f0fbed,Integrated Search,FAIL,Message Sent to Wrong Chatroom
2025-07-16 00:21:03,test 4,test 4,"MI2 NND(A) #03 FOIL LOT_ID: a4f6fd7c26 has NG Rate of 13.41% at 2025-07-16 00:20:55. Total defect count is 151. Surface defect count: 79, Dimension defect count: 72. Please Check!!",448766ba,test 4,SUCCESS,
2025-07-16 00:21:13,test 4,test 4,"MI2 NND(A) #02 FOIL LOT_ID: db62c6e438 has NG Rate of 6.26% at 2025-07-16 00:21:05. Total defect count is 60. Surface defect count: 45, Dimension defect count: 15. Please Check!!",b9e2979f,test 4,SUCCESS,
2025-07-16 00:21:23,NND alert test 3,NND alert test 3,"MI2 NND(C) #05 INTEGRATION LOT_ID: a66fab1d6a has NG Rate of 0.34% at 2025-07-16 00:21:15. Total defect count is 192. Surface defect count: 98, Dimension defect count: 94. Please Check!!",85a26e00,NND alert test 3,SUCCESS,
2025-07-16 00:26:33,NND alert test 2,NND alert test 2,"MI2 NND(C) #06 INTEGRATION LOT_ID: 17593bbc9f has NG Rate of 18.06% at 2025-07-16 00:26:25. Total defect count is 88. Surface defect count: 45, Dimension defect count: 43. Please Check!!",5bd24fcd,NND alert test 2,SUCCESS,
2025-07-16 00:26:42,test 8,test 8,"MI2 NND(C) #05 INTEGRATION LOT_ID: 4362fd2e46 has NG Rate of 3.59% at 2025-07-16 00:26:35. Total defect count is 102. Surface defect count: 12, Dimension defect count: 90. Please Check!!",b6d30644,test 8,SUCCESS,
2025-07-16 00:26:52,test 10,test 10,"MI2 NND(C) #03 NGMARKING LOT_ID: f493c14b7d has NG Rate of 18.92% at 2025-07-16 00:26:44. Total defect count is 133. Surface defect count: 70, Dimension defect count: 63. Please Check!!",88c68e33,test 10,SUCCESS,
2025-07-16 00:27:02,test 5,test 5,"MI2 NND(C) #04 FOIL LOT_ID: c325e30b0b has NG Rate of 18.64% at 2025-07-16 00:26:54. Total defect count is 87. Surface defect count: 80, Dimension defect count: 7. Please Check!!",01dd96ab,test 5,SUCCESS,
2025-07-16 00:27:12,test 5,test 5,"MI2 NND(C) #02 INTEGRATION LOT_ID: adb0731b2b has NG Rate of 12.45% at 2025-07-16 00:27:04. Total defect count is 111. Surface defect count: 73, Dimension defect count: 38. Please Check!!",0df521e2,test 5,SUCCESS,
2025-07-16 00:27:22,NND alert test 1,NND alert test 1,"MI2 NND(A) #06 NGMARKING LOT_ID: 76aa1241b4 has NG Rate of 2.50% at 2025-07-16 00:27:14. Total defect count is 102. Surface defect count: 51, Dimension defect count: 51. Please Check!!",71ccccf3,NND alert test 1,SUCCESS,
2025-07-16 00:27:32,NND alert test 2,NND alert test 2,"MI2 NND(A) #06 NGMARKING LOT_ID: 7e77076dd5 has NG Rate of 12.79% at 2025-07-16 00:27:24. Total defect count is 105. Surface defect count: 50, Dimension defect count: 55. Please Check!!",00bcb30a,NND alert test 2,SUCCESS,
2025-07-16 00:27:42,test 10,test 10,"MI2 NND(C) #05 NGMARKING LOT_ID: 25a3f7d4bc has NG Rate of 14.48% at 2025-07-16 00:27:34. Total defect count is 103. Surface defect count: 19, Dimension defect count: 84. Please Check!!",27055259,test 10,SUCCESS,
2025-07-16 00:27:52,test 10,test 10,"MI2 NND(A) #05 NGMARKING LOT_ID: 0a5c2be026 has NG Rate of 18.95% at 2025-07-16 00:27:44. Total defect count is 120. Surface defect count: 82, Dimension defect count: 38. Please Check!!",8b8d3f27,test 10,SUCCESS,
2025-07-16 00:28:02,test 9,test 9,"MI2 NND(C) #06 FOIL LOT_ID: c38080b40f has NG Rate of 12.21% at 2025-07-16 00:27:54. Total defect count is 43. Surface defect count: 29, Dimension defect count: 14. Please Check!!",0ae4098f,test 9,SUCCESS,
2025-07-16 00:28:11,NND alert test 2,NND alert test 2,"MI2 NND(A) #01 NGMARKING LOT_ID: 90ac5d6990 has NG Rate of 18.01% at 2025-07-16 00:28:04. Total defect count is 74. Surface defect count: 5, Dimension defect count: 69. Please Check!!",e8ca1b18,NND alert test 2,SUCCESS,
2025-07-16 00:28:21,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(C) #04 INTEGRATION LOT_ID: c64709ad4d has NG Rate of 15.63% at 2025-07-16 00:28:13. Total defect count is 113. Surface defect count: 36, Dimension defect count: 77. Please Check!!",cbe04692,김지희 (Jihee Kim),SUCCESS,
2025-07-16 00:28:31,test 6,test 6,"MI2 NND(A) #03 INTEGRATION LOT_ID: ee64d7b3e4 has NG Rate of 5.74% at 2025-07-16 00:28:23. Total defect count is 76. Surface defect count: 10, Dimension defect count: 66. Please Check!!",d00f6693,test 6,SUCCESS,
2025-07-16 00:28:41,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #01 NGMARKING LOT_ID: 6a8d7dff23 has NG Rate of 4.77% at 2025-07-16 00:28:33. Total defect count is 116. Surface defect count: 54, Dimension defect count: 62. Please Check!!",69e0fdd3,김지희 (Jihee Kim),SUCCESS,
2025-07-16 00:28:51,NND alert test 1,NND alert test 1,"MI2 NND(A) #02 FOIL LOT_ID: d5c4022237 has NG Rate of 15.80% at 2025-07-16 00:28:43. Total defect count is 138. Surface defect count: 74, Dimension defect count: 64. Please Check!!",dc544867,NND alert test 1,SUCCESS,
2025-07-16 00:29:01,test 5,test 5,"MI2 NND(C) #06 NGMARKING LOT_ID: 980332ec82 has NG Rate of 1.71% at 2025-07-16 00:28:53. Total defect count is 12. Surface defect count: 10, Dimension defect count: 2. Please Check!!",f6ba9970,test 5,SUCCESS,
2025-07-16 00:29:11,test 4,test 4,"MI2 NND(C) #03 NGMARKING LOT_ID: 07bf138e6b has NG Rate of 8.06% at 2025-07-16 00:29:03. Total defect count is 64. Surface defect count: 57, Dimension defect count: 7. Please Check!!",143be88b,test 4,SUCCESS,
2025-07-16 00:29:21,test 5,test 5,"MI2 NND(A) #02 NGMARKING LOT_ID: ed7bedd6a5 has NG Rate of 4.66% at 2025-07-16 00:29:13. Total defect count is 103. Surface defect count: 95, Dimension defect count: 8. Please Check!!",7fd9f63b,test 5,SUCCESS,
2025-07-16 00:29:30,NND alert test 2,NND alert test 2,"MI2 NND(C) #01 INTEGRATION LOT_ID: e728fcb2ac has NG Rate of 1.83% at 2025-07-16 00:29:23. Total defect count is 119. Surface defect count: 90, Dimension defect count: 29. Please Check!!",9cc6a8d1,NND alert test 2,SUCCESS,
2025-07-16 00:29:40,NND alert test 3,NND alert test 3,"MI2 NND(C) #06 NGMARKING LOT_ID: 99349f0c12 has NG Rate of 6.78% at 2025-07-16 00:29:33. Total defect count is 92. Surface defect count: 64, Dimension defect count: 28. Please Check!!",712f758b,NND alert test 3,SUCCESS,
2025-07-16 00:29:50,NND alert test 2,NND alert test 2,"MI2 NND(A) #03 INTEGRATION LOT_ID: 086d55b703 has NG Rate of 16.15% at 2025-07-16 00:29:42. Total defect count is 92. Surface defect count: 65, Dimension defect count: 27. Please Check!!",3db179cb,NND alert test 2,SUCCESS,
2025-07-16 00:30:00,test 4,test 4,"MI2 NND(C) #03 FOIL LOT_ID: 3db76059b3 has NG Rate of 6.82% at 2025-07-16 00:29:52. Total defect count is 83. Surface defect count: 62, Dimension defect count: 21. Please Check!!",e77a01df,test 4,SUCCESS,
2025-07-16 00:30:10,test 7,test 7,"MI2 NND(C) #02 FOIL LOT_ID: 7f1bd84058 has NG Rate of 9.43% at 2025-07-16 00:30:02. Total defect count is 74. Surface defect count: 22, Dimension defect count: 52. Please Check!!",cb49018e,test 7,SUCCESS,
2025-07-16 00:30:20,test 10,test 10,"MI2 NND(A) #04 NGMARKING LOT_ID: 36d8c94a2b has NG Rate of 6.92% at 2025-07-16 00:30:12. Total defect count is 144. Surface defect count: 85, Dimension defect count: 59. Please Check!!",c3335a78,test 10,SUCCESS,
2025-07-16 00:30:30,NND alert test 2,NND alert test 2,"MI2 NND(C) #02 INTEGRATION LOT_ID: abf5dbd695 has NG Rate of 0.35% at 2025-07-16 00:30:22. Total defect count is 75. Surface defect count: 65, Dimension defect count: 10. Please Check!!",84e86748,NND alert test 2,SUCCESS,
2025-07-16 00:35:40,test 6,test 6,"MI2 NND(A) #06 NGMARKING LOT_ID: 833bf0a176 has NG Rate of 13.14% at 2025-07-16 00:35:32. Total defect count is 95. Surface defect count: 88, Dimension defect count: 7. Please Check!!",ab02d6a0,test 6,SUCCESS,
2025-07-16 00:35:50,test 10,test 10,"MI2 NND(A) #05 NGMARKING LOT_ID: fadd8a7709 has NG Rate of 11.63% at 2025-07-16 00:35:42. Total defect count is 69. Surface defect count: 60, Dimension defect count: 9. Please Check!!",c7879999,test 10,SUCCESS,
2025-07-16 00:35:59,NND alert test 1,NND alert test 1,"MI2 NND(A) #03 FOIL LOT_ID: d9a8011990 has NG Rate of 10.21% at 2025-07-16 00:35:52. Total defect count is 142. Surface defect count: 61, Dimension defect count: 81. Please Check!!",c57202ab,NND alert test 1,SUCCESS,
2025-07-16 00:36:09,NND alert test 2,NND alert test 2,"MI2 NND(C) #05 FOIL LOT_ID: 484f06f69e has NG Rate of 19.64% at 2025-07-16 00:36:01. Total defect count is 141. Surface defect count: 97, Dimension defect count: 44. Please Check!!",169f035b,NND alert test 2,SUCCESS,
2025-07-16 00:36:19,test 9,test 9,"MI2 NND(C) #05 INTEGRATION LOT_ID: 1134bb82c5 has NG Rate of 13.54% at 2025-07-16 00:36:11. Total defect count is 126. Surface defect count: 88, Dimension defect count: 38. Please Check!!",4bac84e7,test 9,SUCCESS,
2025-07-16 00:36:29,test 9,test 9,"MI2 NND(C) #05 NGMARKING LOT_ID: 5b240468da has NG Rate of 5.91% at 2025-07-16 00:36:21. Total defect count is 192. Surface defect count: 97, Dimension defect count: 95. Please Check!!",75eebac2,test 9,SUCCESS,
2025-07-16 00:36:39,test 8,test 8,"MI2 NND(C) #05 INTEGRATION LOT_ID: 83a8a0153d has NG Rate of 7.61% at 2025-07-16 00:36:31. Total defect count is 108. Surface defect count: 70, Dimension defect count: 38. Please Check!!",2cec7d5e,test 8,SUCCESS,
2025-07-16 00:36:49,NND alert test 2,NND alert test 2,"MI2 NND(C) #06 FOIL LOT_ID: 2632adc5fc has NG Rate of 7.51% at 2025-07-16 00:36:41. Total defect count is 156. Surface defect count: 68, Dimension defect count: 88. Please Check!!",455c5380,NND alert test 2,SUCCESS,
2025-07-16 00:36:59,NND alert test 3,NND alert test 3,"MI2 NND(C) #01 NGMARKING LOT_ID: 6f77a8d0fe has NG Rate of 6.72% at 2025-07-16 00:36:51. Total defect count is 56. Surface defect count: 34, Dimension defect count: 22. Please Check!!",3d9360c9,NND alert test 3,SUCCESS,
2025-07-16 00:42:09,test 8,test 8,"MI2 NND(C) #03 FOIL LOT_ID: 0e69a9d6ba has NG Rate of 4.23% at 2025-07-16 00:42:01. Total defect count is 55. Surface defect count: 11, Dimension defect count: 44. Please Check!!",b650e0f4,test 8,SUCCESS,
2025-07-16 00:42:19,test 10,test 10,"MI2 NND(A) #02 NGMARKING LOT_ID: 0ee4810543 has NG Rate of 14.55% at 2025-07-16 00:42:11. Total defect count is 154. Surface defect count: 60, Dimension defect count: 94. Please Check!!",a8eb8492,test 10,SUCCESS,
2025-07-16 00:42:29,test 4,test 4,"MI2 NND(A) #05 INTEGRATION LOT_ID: 731f045d19 has NG Rate of 17.18% at 2025-07-16 00:42:21. Total defect count is 138. Surface defect count: 54, Dimension defect count: 84. Please Check!!",c81f4529,test 4,SUCCESS,
2025-07-16 00:42:39,NND alert test 1,NND alert test 1,"MI2 NND(C) #02 NGMARKING LOT_ID: dba144665d has NG Rate of 9.36% at 2025-07-16 00:42:31. Total defect count is 75. Surface defect count: 2, Dimension defect count: 73. Please Check!!",b757a230,NND alert test 1,SUCCESS,
2025-07-16 00:42:48,test 6,test 6,"MI2 NND(A) #03 NGMARKING LOT_ID: 0d6065ad8a has NG Rate of 5.33% at 2025-07-16 00:42:41. Total defect count is 10. Surface defect count: 6, Dimension defect count: 4. Please Check!!",a40a42a8,test 6,SUCCESS,
2025-07-16 00:42:58,NND alert test 3,NND alert test 3,"MI2 NND(C) #05 INTEGRATION LOT_ID: 99be9c90f4 has NG Rate of 17.84% at 2025-07-16 00:42:50. Total defect count is 133. Surface defect count: 39, Dimension defect count: 94. Please Check!!",c2b0050b,NND alert test 3,SUCCESS,
2025-07-16 00:43:08,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(C) #06 NGMARKING LOT_ID: 80eb79597d has NG Rate of 11.87% at 2025-07-16 00:43:00. Total defect count is 135. Surface defect count: 50, Dimension defect count: 85. Please Check!!",3c9710be,김지희 (Jihee Kim),SUCCESS,
2025-07-16 00:43:18,test 7,test 7,"MI2 NND(C) #02 NGMARKING LOT_ID: f1f89fb4ec has NG Rate of 0.55% at 2025-07-16 00:43:10. Total defect count is 83. Surface defect count: 30, Dimension defect count: 53. Please Check!!",2dc40d28,test 7,SUCCESS,
2025-07-16 00:43:28,test 4,test 4,"MI2 NND(C) #04 NGMARKING LOT_ID: 54d4bd752c has NG Rate of 10.51% at 2025-07-16 00:43:20. Total defect count is 112. Surface defect count: 38, Dimension defect count: 74. Please Check!!",82114ece,test 4,SUCCESS,
2025-07-16 00:43:38,test 5,test 5,"MI2 NND(A) #04 INTEGRATION LOT_ID: eb8114af2b has NG Rate of 8.61% at 2025-07-16 00:43:30. Total defect count is 111. Surface defect count: 61, Dimension defect count: 50. Please Check!!",36a78c98,test 5,SUCCESS,
2025-07-16 00:43:48,NND alert test 3,NND alert test 3,"MI2 NND(A) #06 FOIL LOT_ID: 511e764060 has NG Rate of 12.35% at 2025-07-16 00:43:40. Total defect count is 144. Surface defect count: 65, Dimension defect count: 79. Please Check!!",e37b46d0,NND alert test 3,SUCCESS,
2025-07-16 00:43:58,test 4,test 4,"MI2 NND(C) #06 INTEGRATION LOT_ID: dbaddec0a6 has NG Rate of 2.54% at 2025-07-16 00:43:50. Total defect count is 164. Surface defect count: 66, Dimension defect count: 98. Please Check!!",5f2bb07f,test 4,SUCCESS,
2025-07-16 00:44:08,test 4,test 4,"MI2 NND(A) #01 FOIL LOT_ID: 5f3373c3d2 has NG Rate of 5.25% at 2025-07-16 00:44:00. Total defect count is 80. Surface defect count: 76, Dimension defect count: 4. Please Check!!",d2bd7a42,test 4,SUCCESS,
2025-07-16 00:44:17,test 9,test 9,"MI2 NND(C) #05 NGMARKING LOT_ID: bdd3d5a049 has NG Rate of 2.91% at 2025-07-16 00:44:10. Total defect count is 111. Surface defect count: 22, Dimension defect count: 89. Please Check!!",70e9494a,test 9,SUCCESS,
2025-07-16 00:44:27,test 8,test 8,"MI2 NND(A) #03 INTEGRATION LOT_ID: 3b314aa621 has NG Rate of 11.07% at 2025-07-16 00:44:19. Total defect count is 73. Surface defect count: 39, Dimension defect count: 34. Please Check!!",1a19ca31,test 8,SUCCESS,
2025-07-16 00:44:37,test 10,test 10,"MI2 NND(C) #06 NGMARKING LOT_ID: 105a197b42 has NG Rate of 4.79% at 2025-07-16 00:44:29. Total defect count is 95. Surface defect count: 65, Dimension defect count: 30. Please Check!!",3ef001e8,test 10,SUCCESS,
2025-07-16 00:44:47,test 6,test 6,"MI2 NND(A) #03 NGMARKING LOT_ID: b768753665 has NG Rate of 1.26% at 2025-07-16 00:44:39. Total defect count is 42. Surface defect count: 38, Dimension defect count: 4. Please Check!!",1f24f413,test 6,SUCCESS,
2025-07-16 00:44:57,test 8,test 8,"MI2 NND(C) #05 INTEGRATION LOT_ID: acfaf65708 has NG Rate of 10.91% at 2025-07-16 00:44:49. Total defect count is 114. Surface defect count: 38, Dimension defect count: 76. Please Check!!",5db26dc8,test 8,SUCCESS,
2025-07-16 00:45:07,NND alert test 3,NND alert test 3,"MI2 NND(C) #03 FOIL LOT_ID: 5bac3068e6 has NG Rate of 0.42% at 2025-07-16 00:44:59. Total defect count is 106. Surface defect count: 22, Dimension defect count: 84. Please Check!!",49347d95,NND alert test 3,SUCCESS,
2025-07-16 00:45:17,test 6,test 6,"MI2 NND(C) #01 NGMARKING LOT_ID: f2c0297ff8 has NG Rate of 1.23% at 2025-07-16 00:45:09. Total defect count is 59. Surface defect count: 32, Dimension defect count: 27. Please Check!!",d632c6d9,test 6,SUCCESS,
2025-07-16 00:45:27,NND alert test 3,NND alert test 3,"MI2 NND(A) #03 FOIL LOT_ID: 890499f726 has NG Rate of 14.78% at 2025-07-16 00:45:19. Total defect count is 114. Surface defect count: 48, Dimension defect count: 66. Please Check!!",dad01730,NND alert test 3,SUCCESS,
2025-07-16 00:45:37,test 7,test 7,"MI2 NND(C) #06 INTEGRATION LOT_ID: be91aba748 has NG Rate of 2.17% at 2025-07-16 00:45:29. Total defect count is 130. Surface defect count: 80, Dimension defect count: 50. Please Check!!",cf1786ad,test 7,SUCCESS,
2025-07-16 00:45:46,test 5,test 5,"MI2 NND(A) #03 INTEGRATION LOT_ID: a661778133 has NG Rate of 1.28% at 2025-07-16 00:45:39. Total defect count is 105. Surface defect count: 31, Dimension defect count: 74. Please Check!!",5de034a7,test 5,SUCCESS,
2025-07-16 00:50:56,NND alert test 3,NND alert test 3,"MI2 NND(C) #02 FOIL LOT_ID: 9f053d7c0e has NG Rate of 15.81% at 2025-07-16 00:50:48. Total defect count is 69. Surface defect count: 19, Dimension defect count: 50. Please Check!!",299b9369,Integrated Search,FAIL,Message Sent to Wrong Chatroom
2025-07-16 00:51:05,test 5,test 5,"MI2 NND(A) #02 FOIL LOT_ID: 0c08c33d88 has NG Rate of 7.36% at 2025-07-16 00:50:57. Total defect count is 67. Surface defect count: 11, Dimension defect count: 56. Please Check!!",6eb71305,test 5,SUCCESS,
2025-07-16 00:51:15,test 4,test 4,"MI2 NND(C) #05 FOIL LOT_ID: ffa599a98a has NG Rate of 17.06% at 2025-07-16 00:51:07. Total defect count is 132. Surface defect count: 69, Dimension defect count: 63. Please Check!!",ae88fe65,test 4,SUCCESS,
2025-07-16 00:51:25,test 4,test 4,"MI2 NND(A) #01 NGMARKING LOT_ID: b6e96d92d2 has NG Rate of 1.98% at 2025-07-16 00:51:17. Total defect count is 62. Surface defect count: 41, Dimension defect count: 21. Please Check!!",9a2d3954,test 4,SUCCESS,
2025-07-16 00:51:35,test 10,test 10,"MI2 NND(C) #05 NGMARKING LOT_ID: 35a6dac861 has NG Rate of 13.45% at 2025-07-16 00:51:27. Total defect count is 72. Surface defect count: 36, Dimension defect count: 36. Please Check!!",56d7490b,test 10,SUCCESS,
2025-07-16 00:51:45,NND alert test 1,NND alert test 1,"MI2 NND(C) #05 NGMARKING LOT_ID: 8f43ff4dcd has NG Rate of 11.11% at 2025-07-16 00:51:37. Total defect count is 53. Surface defect count: 34, Dimension defect count: 19. Please Check!!",a7853f53,NND alert test 1,SUCCESS,
2025-07-16 00:51:55,test 9,test 9,"MI2 NND(A) #06 NGMARKING LOT_ID: 87d8c21fb5 has NG Rate of 3.14% at 2025-07-16 00:51:47. Total defect count is 90. Surface defect count: 16, Dimension defect count: 74. Please Check!!",e16d1025,test 9,SUCCESS,
2025-07-16 00:52:05,NND alert test 2,NND alert test 2,"MI2 NND(C) #03 FOIL LOT_ID: e269bdfcb9 has NG Rate of 1.66% at 2025-07-16 00:51:57. Total defect count is 96. Surface defect count: 12, Dimension defect count: 84. Please Check!!",66e4e1da,NND alert test 2,SUCCESS,
2025-07-16 00:52:14,NND alert test 2,NND alert test 2,"MI2 NND(C) #03 FOIL LOT_ID: a028cf96fd has NG Rate of 11.06% at 2025-07-16 00:52:07. Total defect count is 55. Surface defect count: 38, Dimension defect count: 17. Please Check!!",6897d6ad,NND alert test 2,SUCCESS,
2025-07-16 00:52:24,test 9,test 9,"MI2 NND(A) #03 INTEGRATION LOT_ID: 9ac12de307 has NG Rate of 2.14% at 2025-07-16 00:52:16. Total defect count is 117. Surface defect count: 57, Dimension defect count: 60. Please Check!!",d83392cc,test 9,SUCCESS,
2025-07-16 00:52:34,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(C) #02 INTEGRATION LOT_ID: 38dff72d16 has NG Rate of 8.66% at 2025-07-16 00:52:26. Total defect count is 104. Surface defect count: 74, Dimension defect count: 30. Please Check!!",b8f09927,김지희 (Jihee Kim),SUCCESS,
